$atleast,>d,$done_percent,<ep,$learning_curve,<np,$nprod,$optimism,$pomposity,$productivity_exp,$productivity_new,$r,$to,$ts,>dom
9.69,42.92,6.66,13.23,32.54,17.77,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.19
9.69,42.92,6.66,13.79,32.54,17.21,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.11
9.69,42.92,6.66,14.34,32.54,16.66,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.11
9.69,42.92,6.66,14.87,32.54,16.13,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.21
9.69,42.92,6.66,15.38,32.54,15.62,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.18
9.69,42.92,6.66,15.87,32.54,15.13,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.19
9.69,42.92,6.66,16.36,32.54,14.64,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.17
9.69,42.92,6.66,16.82,32.54,14.18,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.15
9.69,42.92,6.66,17.27,32.54,13.73,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.19
9.69,42.92,6.66,17.71,32.54,13.29,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.26
9.69,42.92,6.66,18.13,32.54,12.87,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.18
9.69,42.92,6.66,18.54,32.54,12.46,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.22
9.69,42.92,6.66,18.93,32.54,12.07,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.16
9.69,42.92,6.66,19.31,32.54,11.69,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.22
9.69,42.92,6.66,19.69,32.54,11.31,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.14
9.69,42.92,6.66,20.04,32.54,10.96,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.14
9.69,42.92,6.66,20.39,32.54,10.61,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.15
9.69,42.92,6.66,20.39,32.54,10.61,1.51,26.71,95.69,4.22,0.42,955.05,99.14,53.25,0.18
5.89,0.22,9.24,1,85.53,14,6.59,36.15,62.84,5.05,0.6,403.48,15.85,62.43,0.26
5.89,88.86,9.24,1.16,85.53,13.84,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.87
5.89,88.86,9.24,1.33,85.53,13.67,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.85
5.89,88.86,9.24,1.49,85.53,13.51,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.88
5.89,88.86,9.24,1.65,85.53,13.35,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.83
5.89,88.86,9.24,1.81,85.53,13.19,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.87
5.89,88.86,9.24,1.96,85.53,13.04,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.86
5.89,88.86,9.24,2.12,85.53,12.88,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.87
5.89,88.86,9.24,2.27,85.53,12.73,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.8
5.89,88.86,9.24,2.42,85.53,12.58,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.85
5.89,88.86,9.24,2.57,85.53,12.43,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.88
5.89,88.86,9.24,2.72,85.53,12.28,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.88
5.89,88.86,9.24,2.86,85.53,12.14,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.86
5.89,88.86,9.24,3.01,85.53,11.99,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.85
5.89,88.86,9.24,3.15,85.53,11.85,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.78
5.89,88.86,9.24,3.29,85.53,11.71,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.84
5.89,88.86,9.24,3.43,85.53,11.57,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.8
5.89,88.86,9.24,3.56,85.53,11.44,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.85
5.89,88.86,9.24,3.7,85.53,11.3,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.88
5.89,88.86,9.24,3.83,85.53,11.17,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.84
5.89,88.86,9.24,3.96,85.53,11.04,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.82
5.89,88.86,9.24,4.09,85.53,10.91,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.76
5.89,88.86,9.24,4.22,85.53,10.78,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.89
5.89,88.86,9.24,4.35,85.53,10.65,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.86
5.89,88.86,9.24,4.48,85.53,10.52,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.87
5.89,88.86,9.24,4.6,85.53,10.4,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.9
5.89,88.86,9.24,4.72,85.53,10.28,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.85
5.89,88.86,9.24,4.85,85.53,10.15,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.9
5.89,88.86,9.24,4.97,85.53,10.03,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.87
5.89,88.86,9.24,5.09,85.53,9.91,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.9
5.89,88.86,9.24,5.09,85.53,9.91,6.59,36.15,62.84,5.05,0.6,314.84,15.85,62.43,0.9
7.97,0.05,4.38,3,32.48,23,4.62,69.49,95.88,9.23,0.13,504.49,51.91,42.71,0.04
7.97,100,4.38,3.71,32.48,22.29,4.62,69.49,95.88,9.23,0.13,404.49,51.91,42.71,0.68
3.81,0.77,7.37,9,30.02,19,3.45,56.85,85.54,3.58,0.85,147.29,31.86,26.41,0.03
3.81,100,7.37,9.63,30.02,18.37,3.45,56.85,85.54,3.58,0.85,47.29,31.86,26.41,0.71
1,0.18,5.18,9,8.85,5,8.73,93.14,81.73,4.65,0.36,853.61,88.02,44.59,0.23
1,100,5.18,9.56,8.85,4.44,8.73,93.14,81.73,4.65,0.36,753.61,88.02,44.59,0.97
6.01,0.96,0.8,1,90.42,14,9.26,44.37,9.82,2.63,0.56,455.63,13.86,24.86,0.2
6.01,97.91,0.8,1.15,90.42,13.85,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.9
6.01,97.91,0.8,1.31,90.42,13.69,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.88
6.01,97.91,0.8,1.46,90.42,13.54,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.93
6.01,97.91,0.8,1.61,90.42,13.39,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.86
6.01,97.91,0.8,1.76,90.42,13.24,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.93
6.01,97.91,0.8,1.91,90.42,13.09,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.96
6.01,97.91,0.8,2.06,90.42,12.94,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.87
6.01,97.91,0.8,2.2,90.42,12.8,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.95
6.01,97.91,0.8,2.35,90.42,12.65,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.92
6.01,97.91,0.8,2.49,90.42,12.51,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.94
6.01,97.91,0.8,2.63,90.42,12.37,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.91
6.01,97.91,0.8,2.77,90.42,12.23,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.94
6.01,97.91,0.8,2.9,90.42,12.1,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.9
6.01,97.91,0.8,3.04,90.42,11.96,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.9
6.01,97.91,0.8,3.17,90.42,11.83,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.89
6.01,97.91,0.8,3.3,90.42,11.7,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.92
6.01,97.91,0.8,3.44,90.42,11.56,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.91
6.01,97.91,0.8,3.56,90.42,11.44,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.9
6.01,97.91,0.8,3.69,90.42,11.31,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.93
6.01,97.91,0.8,3.82,90.42,11.18,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.95
6.01,97.91,0.8,3.94,90.42,11.06,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.93
6.01,97.91,0.8,4.07,90.42,10.93,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.92
6.01,97.91,0.8,4.19,90.42,10.81,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.93
6.01,97.91,0.8,4.31,90.42,10.69,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.85
6.01,97.91,0.8,4.43,90.42,10.57,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.93
6.01,97.91,0.8,4.55,90.42,10.45,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.91
6.01,97.91,0.8,4.67,90.42,10.33,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.96
6.01,97.91,0.8,4.78,90.42,10.22,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.89
6.01,97.91,0.8,4.9,90.42,10.1,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.93
6.01,97.91,0.8,4.9,90.42,10.1,9.26,44.37,9.82,2.63,0.56,358.68,13.86,24.86,0.92
7.26,0.68,3.94,7,79.31,14,2.5,90.1,82.4,3.23,0.83,284.58,91.08,37.21,0.09
7.26,86.25,3.94,7.18,79.31,13.82,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.69
7.26,86.25,3.94,7.35,79.31,13.65,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.73
7.26,86.25,3.94,7.53,79.31,13.47,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.74
7.26,86.25,3.94,7.7,79.31,13.3,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.76
7.26,86.25,3.94,7.87,79.31,13.13,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.8
7.26,86.25,3.94,8.04,79.31,12.96,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.78
7.26,86.25,3.94,8.2,79.31,12.8,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.79
7.26,86.25,3.94,8.37,79.31,12.63,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.78
7.26,86.25,3.94,8.53,79.31,12.47,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.72
7.26,86.25,3.94,8.69,79.31,12.31,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.67
7.26,86.25,3.94,8.84,79.31,12.16,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.76
7.26,86.25,3.94,9,79.31,12,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.73
7.26,86.25,3.94,9.15,79.31,11.85,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.73
7.26,86.25,3.94,9.3,79.31,11.7,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.84
7.26,86.25,3.94,9.45,79.31,11.55,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.79
7.26,86.25,3.94,9.6,79.31,11.4,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.8
7.26,86.25,3.94,9.75,79.31,11.25,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.74
7.26,86.25,3.94,9.89,79.31,11.11,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.74
7.26,86.25,3.94,10.03,79.31,10.97,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.72
7.26,86.25,3.94,10.17,79.31,10.83,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.76
7.26,86.25,3.94,10.31,79.31,10.69,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.68
7.26,86.25,3.94,10.45,79.31,10.55,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.68
7.26,86.25,3.94,10.58,79.31,10.42,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.78
7.26,86.25,3.94,10.71,79.31,10.29,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.66
7.26,86.25,3.94,10.85,79.31,10.15,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.74
7.26,86.25,3.94,10.98,79.31,10.02,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.7
7.26,86.25,3.94,11.1,79.31,9.9,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.77
7.26,86.25,3.94,11.23,79.31,9.77,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.82
7.26,86.25,3.94,11.35,79.31,9.65,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.77
7.26,86.25,3.94,11.35,79.31,9.65,2.5,90.1,82.4,3.23,0.83,199,91.08,37.21,0.8
6.85,0.67,6.8,3,38.66,4,2.4,3.31,50.44,2.47,0.29,50.95,44,28.65,0.32
6.85,21.24,6.8,3.1,38.66,3.9,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.54
6.85,21.24,6.8,3.21,38.66,3.79,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.65
6.85,21.24,6.8,3.31,38.66,3.69,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.56
6.85,21.24,6.8,3.41,38.66,3.59,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.59
6.85,21.24,6.8,3.5,38.66,3.5,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.62
6.85,21.24,6.8,3.59,38.66,3.41,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.5
6.85,21.24,6.8,3.68,38.66,3.32,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.55
6.85,21.24,6.8,3.77,38.66,3.23,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.56
6.85,21.24,6.8,3.86,38.66,3.14,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.54
6.85,21.24,6.8,3.94,38.66,3.06,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.54
6.85,21.24,6.8,4.02,38.66,2.98,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.52
6.85,21.24,6.8,4.1,38.66,2.9,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.48
6.85,21.24,6.8,4.18,38.66,2.82,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.54
6.85,21.24,6.8,4.25,38.66,2.75,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.48
6.85,21.24,6.8,4.33,38.66,2.67,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.57
6.85,21.24,6.8,4.4,38.66,2.6,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.61
6.85,21.24,6.8,4.47,38.66,2.53,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.48
6.85,21.24,6.8,4.53,38.66,2.47,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.56
6.85,21.24,6.8,4.6,38.66,2.4,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.59
6.85,21.24,6.8,4.66,38.66,2.34,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.5
6.85,21.24,6.8,4.73,38.66,2.27,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.61
6.85,21.24,6.8,4.79,38.66,2.21,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.52
6.85,21.24,6.8,4.85,38.66,2.15,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.62
6.85,21.24,6.8,4.9,38.66,2.1,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.59
6.85,21.24,6.8,4.96,38.66,2.04,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.53
6.85,21.24,6.8,5.01,38.66,1.99,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.52
6.85,21.24,6.8,5.07,38.66,1.93,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.58
6.85,21.24,6.8,5.12,38.66,1.88,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.57
6.85,21.24,6.8,5.17,38.66,1.83,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.57
6.85,21.24,6.8,5.17,38.66,1.83,2.4,3.31,50.44,2.47,0.29,30.38,44,28.65,0.69
0.49,0.7,5.14,7,3.19,14,1.06,85.62,32.94,6.24,0.6,605.14,82.41,96.83,0.08
0.49,55.9,5.14,11.39,3.19,9.61,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.47
0.49,55.9,5.14,15.78,3.19,5.22,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.53
0.49,55.9,5.14,18.79,3.19,2.21,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.55
0.49,55.9,5.14,20.43,3.19,0.57,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.56
0.49,55.9,5.14,21.12,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.51
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.53
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.59
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.57
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.56
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.54
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.61
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.5
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.56
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.61
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.63
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.56
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.51
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.63
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.68
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.62
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.55
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.51
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.53
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.54
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.52
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.54
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.54
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.56
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.62
0.49,55.9,5.14,21.3,3.19,0,1.06,85.62,32.94,6.24,0.6,549.94,82.41,96.83,0.63
4.56,0.73,5.72,2,61.19,23,6.07,46.22,38.7,1.22,0.3,239.77,23.61,1.84,0.02
4.56,57.42,5.72,2.38,61.19,22.62,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.3
4.56,57.42,5.72,2.75,61.19,22.25,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.3
4.56,57.42,5.72,3.12,61.19,21.88,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.28
4.56,57.42,5.72,3.49,61.19,21.51,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.4
4.56,57.42,5.72,3.84,61.19,21.16,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.28
4.56,57.42,5.72,4.19,61.19,20.81,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.35
4.56,57.42,5.72,4.54,61.19,20.46,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.38
4.56,57.42,5.72,4.88,61.19,20.12,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.4
4.56,57.42,5.72,5.21,61.19,19.79,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.36
4.56,57.42,5.72,5.54,61.19,19.46,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.41
4.56,57.42,5.72,5.87,61.19,19.13,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.43
4.56,57.42,5.72,6.18,61.19,18.82,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.29
4.56,57.42,5.72,6.5,61.19,18.5,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.45
4.56,57.42,5.72,6.8,61.19,18.2,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.43
4.56,57.42,5.72,7.11,61.19,17.89,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.35
4.56,57.42,5.72,7.4,61.19,17.6,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.4
4.56,57.42,5.72,7.7,61.19,17.3,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.34
4.56,57.42,5.72,7.98,61.19,17.02,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.28
4.56,57.42,5.72,8.27,61.19,16.73,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.33
4.56,57.42,5.72,8.55,61.19,16.45,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.32
4.56,57.42,5.72,8.82,61.19,16.18,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.32
4.56,57.42,5.72,9.09,61.19,15.91,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.4
4.56,57.42,5.72,9.35,61.19,15.65,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.42
4.56,57.42,5.72,9.61,61.19,15.39,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.34
4.56,57.42,5.72,9.87,61.19,15.13,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.39
4.56,57.42,5.72,10.12,61.19,14.88,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.36
4.56,57.42,5.72,10.37,61.19,14.63,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.4
4.56,57.42,5.72,10.61,61.19,14.39,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.4
4.56,57.42,5.72,10.85,61.19,14.15,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.38
4.56,57.42,5.72,10.85,61.19,14.15,6.07,46.22,38.7,1.22,0.3,183.08,23.61,1.84,0.39
2.25,0.64,8.39,3,26.38,4,3.51,96.65,2.2,6.37,0.06,206.93,58.1,68.1,0.38
2.25,68.56,8.39,3.15,26.38,3.85,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.89
2.25,68.56,8.39,3.3,26.38,3.7,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.89
2.25,68.56,8.39,3.45,26.38,3.55,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.93
2.25,68.56,8.39,3.59,26.38,3.41,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.89
2.25,68.56,8.39,3.72,26.38,3.28,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.89
2.25,68.56,8.39,3.85,26.38,3.15,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.95
2.25,68.56,8.39,3.98,26.38,3.02,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.87
2.25,68.56,8.39,4.1,26.38,2.9,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.92
2.25,68.56,8.39,4.21,26.38,2.79,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.95
2.25,68.56,8.39,4.32,26.38,2.68,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.94
2.25,68.56,8.39,4.43,26.38,2.57,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.92
2.25,68.56,8.39,4.53,26.38,2.47,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.87
2.25,68.56,8.39,4.63,26.38,2.37,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.86
2.25,68.56,8.39,4.72,26.38,2.28,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.92
2.25,68.56,8.39,4.81,26.38,2.19,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.87
2.25,68.56,8.39,4.9,26.38,2.1,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.95
2.25,68.56,8.39,4.98,26.38,2.02,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.92
2.25,68.56,8.39,5.06,26.38,1.94,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.89
2.25,68.56,8.39,5.14,26.38,1.86,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.9
2.25,68.56,8.39,5.21,26.38,1.79,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.94
2.25,68.56,8.39,5.28,26.38,1.72,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.91
2.25,68.56,8.39,5.35,26.38,1.65,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.91
2.25,68.56,8.39,5.41,26.38,1.59,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.91
2.25,68.56,8.39,5.48,26.38,1.52,3.51,96.65,2.2,6.37,0.06,139.01,58.1,68.1,0.93
